Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
01/10/2023,272.6,278.8,270.2,277.1,259938.562,1673395199999000000,71544603.7047,193227,133367.131,36713650.0757,0
01/11/2023,277.2,287.7,274.1,284.8,266107.304,1673481599999000000,74166049.4177,185244,140191.653,39110383.2313,0
01/12/2023,284.9,288.6,278.5,287.7,391553.641,1673567999999000000,111464592.0418,279121,199530.386,56827412.5341,0
01/13/2023,287.8,296.0,284.9,293.7,313541.811,1673654399999000000,90714499.3465,254385,163406.462,47281616.3212,0
01/14/2023,293.7,314.4,293.1,305.1,706402.087,1673740799999000000,215777694.13,544551,374279.614,114302715.6501,0
01/15/2023,305.2,306.1,291.8,302.2,288696.868,1673827199999000000,86365136.017,269807,143852.102,43025652.5905,0
01/16/2023,302.2,308.1,293.1,299.0,350990.993,1673913599999000000,105546343.5522,282785,184211.261,55377643.3174,0
01/17/2023,299.0,305.8,294.9,299.4,279993.876,1673999999999000000,84301030.8981,242595,142831.987,43017682.5338,0
01/18/2023,299.4,305.3,281.1,286.7,621064.665,1674086399999000000,182302178.0608,424163,302494.965,88879935.2442,0
01/19/2023,286.7,295.5,286.1,294.6,215522.146,1674172799999000000,62586318.1561,188757,115752.378,33621204.1711,0
01/20/2023,294.6,305.4,286.6,305.1,423829.136,1674259199999000000,124835179.1299,273051,223710.018,65921980.3982,0
01/21/2023,305.1,309.9,298.4,299.0,508000.024,1674345599999000000,154262036.4891,335988,255840.436,77722693.9156,0
01/22/2023,299.1,311.4,298.5,303.0,388815.192,1674431999999000000,118074364.3441,296818,196176.904,59600607.8585,0
01/23/2023,303.1,307.8,300.8,305.1,301946.005,1674518399999000000,92048016.7507,263527,155960.642,47553823.4512,0
01/24/2023,305.2,323.5,299.2,300.3,629758.279,1674604799999000000,197286790.1894,403898,309769.774,97067733.7981,0
01/25/2023,300.3,314.0,293.4,306.9,447238.539,1674691199999000000,135182951.9563,317506,227118.78,68644674.9363,0
01/26/2023,306.9,309.5,301.6,304.7,342344.705,1674777599999000000,104832628.0488,263764,170220.665,52132060.2226,0
01/27/2023,304.8,310.5,298.8,308.0,271326.79,1674863999999000000,82710629.2353,240434,138274.598,42165021.3342,0
01/28/2023,308.0,313.6,303.6,306.1,229517.8,1674950399999000000,70543615.9629,186520,115277.086,35430779.0794,0
01/29/2023,306.2,320.5,304.8,317.2,430698.673,1675036799999000000,135402894.4623,262551,212574.344,66831680.9454,0
01/30/2023,317.1,320.8,302.0,307.2,413716.212,1675123199999000000,128037381.1261,310394,202140.896,62572558.2932,0
01/31/2023,307.2,314.4,305.3,312.0,278061.958,1675209599999000000,86537029.2093,225513,138639.833,43148294.6845,0
02/01/2023,312.1,319.4,305.6,317.0,390978.523,1675295999999000000,121820323.1709,286200,192140.134,59890551.6748,0
02/02/2023,317.1,334.4,316.3,323.5,587655.881,1675382399999000000,192390747.6579,380701,297338.994,97314912.3924,0
02/03/2023,323.5,335.5,318.3,332.2,579577.162,1675468799999000000,190507194.7902,341331,291079.658,95651028.8502,0
02/04/2023,332.3,334.1,327.0,330.4,212109.626,1675555199999000000,70050858.8377,194840,109723.674,36236495.9642,0
02/05/2023,330.4,337.8,324.0,327.8,396514.711,1675641599999000000,130706234.816,303406,199932.405,65908041.9954,0
02/06/2023,327.8,331.5,320.7,324.3,290965.0,1675727999999000000,95098301.3522,223884,144140.518,47117808.6852,0
02/07/2023,324.4,333.7,323.2,333.0,265904.833,1675814399999000000,87505720.4959,253444,134740.202,44360441.111,0
02/08/2023,333.1,335.8,323.6,328.2,286865.867,1675900799999000000,94531270.4592,253535,139576.048,46007091.4697,0
02/09/2023,328.2,329.3,302.0,306.2,564612.572,1675987199999000000,178897753.6956,347884,268605.793,85151477.1438,0
02/10/2023,306.2,309.2,302.5,305.8,295784.976,1676073599999000000,90651947.9341,216851,148040.0,45375918.56,0
02/11/2023,305.9,311.4,305.1,310.4,154488.761,1676159999999000000,47628388.9448,134396,78224.37,24117160.9681,0
02/12/2023,310.5,321.0,306.0,312.6,291500.27,1676246399999000000,91485948.2107,197310,145272.969,45597299.2137,0
02/13/2023,312.6,315.7,282.8,294.3,1065985.594,1676332799999000000,314960864.8088,466340,519155.781,153358925.9178,0
02/14/2023,294.3,301.7,289.8,296.2,494698.654,1676419199999000000,145777145.5391,271930,243795.774,71913189.3497,0
02/15/2023,296.2,317.7,294.0,317.4,465921.943,1676505599999000000,142051141.657,261857,248783.126,75882418.3134,0
02/16/2023,317.5,327.8,303.9,304.4,858141.89,1676591999999000000,273631508.4029,477037,435583.817,139023786.5625,0
02/17/2023,304.4,317.5,302.8,313.0,508736.193,1676678399999000000,157933829.2178,314781,257841.995,80061812.1005,0
02/18/2023,313.0,319.2,312.9,316.5,282485.39,1676764799999000000,89264567.9837,210115,139079.916,43957198.7306,0
02/19/2023,316.6,318.9,310.3,311.5,336004.274,1676851199999000000,105898919.4869,271165,169820.995,53546464.6191,0
02/20/2023,311.5,319.8,308.0,315.4,514483.797,1676937599999000000,162561577.7291,332108,264832.096,83707489.7971,0
02/21/2023,315.5,317.4,309.3,311.5,385161.297,1677023999999000000,120775804.8529,299905,184687.744,57928308.5635,0
02/22/2023,311.5,312.9,303.2,312.4,368344.986,1677110399999000000,113217908.5172,285011,177386.44,54520900.6867,0
02/23/2023,312.5,315.3,305.8,308.3,300641.241,1677196799999000000,93188074.383,225358,150722.693,46739597.1384,0
02/24/2023,308.3,312.1,298.6,302.3,328726.4,1677283199999000000,100468727.7221,249902,158161.003,48357381.4362,0
02/25/2023,302.3,303.0,295.5,302.4,178538.408,1677369599999000000,53640769.2159,166704,85688.24,25750544.3041,0
02/26/2023,302.5,309.8,300.7,308.7,151419.166,1677455999999000000,46179503.1808,141711,79483.073,24245196.4823,0
02/27/2023,308.7,309.4,300.5,304.6,234405.821,1677542399999000000,71433037.0652,187654,117385.554,35769446.4424,0
02/28/2023,304.7,305.7,300.0,301.4,186649.192,1677628799999000000,56536923.3419,172220,90548.374,27434976.9722,0
03/01/2023,301.5,306.4,300.5,302.7,200883.893,1677715199999000000,60900584.0673,172485,98201.352,29781376.3015,0
03/02/2023,302.6,303.8,295.8,299.8,200964.842,1677801599999000000,60082927.5113,167725,96477.488,28847544.9432,0
03/03/2023,299.8,300.0,286.6,290.4,266627.564,1677887999999000000,77375815.2097,231651,122861.964,35650839.9794,0
03/04/2023,290.5,291.5,285.8,289.6,127846.865,1677974399999000000,36979790.81,127605,63472.637,18363457.2926,0
03/05/2023,289.6,292.8,287.4,288.7,128456.559,1678060799999000000,37300395.7492,123618,65382.777,18988295.1705,0
03/06/2023,288.8,289.7,283.3,287.8,205220.757,1678147199999000000,58782996.2149,156193,102980.02,29502304.9785,0
03/07/2023,287.9,290.5,283.4,289.3,200611.357,1678233599999000000,57609359.9966,167501,99790.549,28660841.4316,0
03/08/2023,289.3,294.3,285.1,287.1,260938.374,1678319999999000000,75356809.0494,203992,125910.148,36361291.8915,0
03/09/2023,287.1,291.4,271.2,277.1,318996.851,1678406399999000000,90265165.2206,256816,149606.078,42347601.9766,0
03/10/2023,277.1,278.1,265.0,277.4,404292.972,1678492799999000000,110074568.5416,282834,211108.872,57482240.5037,0
03/11/2023,277.5,281.8,270.5,276.0,370350.207,1678579199999000000,102108722.7581,293358,198406.655,54715550.7608,0
03/12/2023,276.0,288.8,273.2,288.1,316243.117,1678665599999000000,88260912.9764,254109,168370.451,47001055.5555,0
03/13/2023,288.1,314.1,286.1,307.9,991752.464,1678751999999000000,299509993.6058,567663,515453.313,155671853.7215,0
03/14/2023,307.9,319.5,302.0,308.4,703702.208,1678838399999000000,218821745.4102,464036,377779.868,117510125.76,0
03/15/2023,308.5,312.7,300.0,306.3,413251.773,1678924799999000000,126907786.4302,356984,207126.381,63629752.6627,0
03/16/2023,306.3,332.8,302.8,329.4,1251303.89,1679011199999000000,401797064.6412,637265,646507.68,207473815.7145,0
03/17/2023,329.4,340.0,325.0,338.9,726737.468,1679097599999000000,241644682.8438,450807,382204.46,127116929.1082,0
03/18/2023,339.0,346.3,328.0,331.0,662698.511,1679183999999000000,224183709.7316,443659,339915.774,115042995.5619,0
03/19/2023,331.1,341.7,330.3,336.7,401972.619,1679270399999000000,135490968.039,328802,211805.33,71396425.802,0
03/20/2023,336.7,339.1,331.3,332.5,511504.522,1679356799999000000,171843370.7453,404307,261312.479,87807132.2454,0
03/21/2023,332.5,339.9,327.1,334.4,477443.689,1679443199999000000,159793741.7808,373604,260571.938,87233393.7533,0
03/22/2023,334.5,339.5,316.0,321.1,1286215.777,1679529599999000000,422715609.9451,650526,668519.39,219771408.2535,0
03/23/2023,321.2,332.1,318.9,329.4,383094.591,1679615999999000000,124802181.3147,289519,194336.276,63312018.7801,0
03/24/2023,329.4,330.0,316.9,322.1,307030.002,1679702399999000000,99151865.5545,243287,156216.266,50442885.3579,0
03/25/2023,322.1,324.9,319.0,322.4,317118.332,1679788799999000000,102246368.2079,203195,174392.846,56221565.0687,0
03/26/2023,322.4,329.5,321.7,328.6,204700.193,1679875199999000000,66827422.6814,162414,112658.235,36779657.5278,0
03/27/2023,328.6,329.8,305.9,310.6,578039.555,1679961599999000000,182769703.624,355933,288712.46,91269442.2372,0
03/28/2023,310.6,315.8,306.8,313.2,329398.424,1680047999999000000,102362254.1103,241330,169630.241,52731940.9131,0
03/29/2023,313.3,319.9,312.4,313.7,327282.226,1680134399999000000,103404307.0787,241108,169149.339,53451408.0427,0
03/30/2023,313.8,320.8,309.1,316.4,496156.738,1680220799999000000,156327197.1435,313975,266465.626,83963718.2965,0
03/31/2023,316.4,319.8,311.8,316.9,266270.064,1680307199999000000,84310535.1086,232669,134980.388,42750137.0652,0
04/01/2023,317.0,319.0,313.0,314.9,185904.183,1680393599999000000,58599155.1467,171578,92978.82,29307198.7504,0
04/02/2023,314.9,316.2,310.7,313.7,149805.667,1680479999999000000,47006464.2186,161171,71968.317,22585583.4672,0
04/03/2023,313.8,314.1,299.5,308.8,450976.973,1680566399999000000,138921574.7271,327217,231307.252,71281709.1581,0
04/04/2023,308.8,312.7,308.2,310.8,305980.475,1680652799999000000,95018482.4739,220230,151255.815,46971882.2831,0
04/05/2023,310.8,316.8,310.2,313.9,320350.363,1680739199999000000,100571771.7011,220568,166172.924,52182799.5108,0
04/06/2023,314.0,315.2,310.6,312.3,232647.147,1680825599999000000,72725957.587,184035,114694.896,35856458.2918,0
04/07/2023,312.3,312.8,309.7,310.3,179863.362,1680911999999000000,55926512.0497,147735,89598.249,27860064.8893,0
04/08/2023,310.4,312.7,310.1,310.5,165372.944,1680998399999000000,51514644.4441,141077,81973.095,25535653.1926,0
04/09/2023,310.6,313.7,309.5,312.8,163948.725,1681084799999000000,50986008.2501,144294,84882.611,26400810.9379,0
04/10/2023,312.8,318.7,311.5,318.5,271539.24,1681171199999000000,85205066.9365,175548,143046.187,44893804.0393,0
04/11/2023,318.6,333.0,317.8,322.3,661117.672,1681257599999000000,215980918.4731,317339,356965.828,116587946.7733,0
04/12/2023,322.3,323.3,316.7,319.9,354216.724,1681343999999000000,113135820.0564,213232,194158.26,62014559.2811,0
04/13/2023,319.9,325.1,317.7,324.7,348151.945,1681430399999000000,112173084.698,200762,179251.628,57771804.5901,0
04/14/2023,324.6,335.5,323.2,328.9,679955.061,1681516799999000000,224793151.2458,376483,343388.846,113510825.6671,0
04/15/2023,328.8,336.0,326.9,333.0,418311.143,1681603199999000000,138970386.8544,241027,213073.676,70803772.5497,0
04/16/2023,333.1,350.0,330.1,347.7,632598.777,1681689599999000000,216486510.2014,350958,332445.911,113750726.6009,0
04/17/2023,347.7,350.0,337.5,340.0,556356.468,1681775999999000000,191176774.9373,311025,279476.547,96042141.9695,0
04/18/2023,340.0,346.7,337.0,343.1,391677.437,1681862399999000000,134225841.056,248408,200766.377,68811179.3491,0
04/19/2023,343.1,343.7,320.1,322.4,537444.082,1681948799999000000,177241467.3572,377615,259895.51,85707690.9659,0
04/20/2023,322.5,326.8,315.3,318.1,367453.933,1682035199999000000,118367527.8226,282354,182358.968,58759888.6503,0
04/21/2023,318.0,334.6,315.3,321.2,910773.894,1682121599999000000,296370164.1481,464111,450235.497,146513695.7578,0
04/22/2023,321.3,333.1,319.9,332.2,381882.032,1682207999999000000,124850258.756,242770,189031.266,61827455.8135,0
04/23/2023,332.2,332.5,327.4,330.7,384622.154,1682294399999000000,126958680.0237,253287,198520.911,65536757.0345,0
04/24/2023,330.6,334.0,327.7,331.2,442775.294,1682380799999000000,146556327.1712,293748,215530.087,71350901.5727,0
04/25/2023,331.2,340.0,328.6,338.4,436704.883,1682467199999000000,145152623.7318,281066,218956.537,72813340.5979,0
04/26/2023,338.4,345.0,321.5,330.6,679551.584,1682553599999000000,228450745.9855,420823,336287.251,113145858.4602,0
04/27/2023,330.6,336.6,328.2,330.9,482850.957,1682639999999000000,160502346.0046,309196,244838.391,81395173.0893,0
04/28/2023,330.9,330.9,318.7,324.1,991210.156,1682726399999000000,320507877.1316,476247,482866.042,156190387.6741,0
04/29/2023,324.1,325.0,320.6,321.9,226488.689,1682812799999000000,73126327.3959,164539,113421.488,36619261.5527,0
04/30/2023,321.9,338.3,320.4,337.5,711720.726,1682899199999000000,236115558.3166,351564,365146.806,121110455.4867,0
05/01/2023,337.5,339.6,326.1,328.5,719404.912,1682985599999000000,239751288.9926,383022,355780.521,118553849.839,0
05/02/2023,328.4,328.5,321.4,321.5,437446.281,1683071999999000000,141881359.3589,262049,212959.132,69071294.8659,0
05/03/2023,321.4,327.6,320.4,325.9,608765.389,1683158399999000000,196905763.1719,347629,290424.924,93965222.7025,0
05/04/2023,325.9,327.5,323.2,323.8,195370.268,1683244799999000000,63593785.5551,159089,97221.824,31650168.8526,0
05/05/2023,323.9,329.1,322.8,326.5,284536.108,1683331199999000000,92825871.0679,231130,146684.745,47860041.2884,0
05/06/2023,326.6,328.5,319.5,321.9,275367.716,1683417599999000000,89101595.9636,220414,128174.459,41481933.2518,0
05/07/2023,322.0,325.4,320.4,321.0,203577.219,1683503999999000000,65809878.4767,171930,101279.058,32746240.3142,0
05/08/2023,321.0,322.1,311.1,313.8,379192.119,1683590399999000000,119876329.8087,289748,176850.74,55903767.2048,0
05/09/2023,313.8,315.8,311.2,312.1,260672.045,1683676799999000000,81747989.2856,197989,122738.202,38495320.3325,0
05/10/2023,312.2,316.7,308.0,314.3,360146.811,1683763199999000000,112722393.2851,275137,173189.577,54220760.1555,0
05/11/2023,314.3,314.5,304.4,307.5,291854.667,1683849599999000000,90369005.2504,224468,138170.306,42772204.5958,0
05/12/2023,307.5,309.1,301.2,308.5,327008.927,1683935999999000000,99784360.6959,243015,162091.882,49468034.9796,0
05/13/2023,308.6,311.8,307.5,310.7,151642.554,1684022399999000000,47001910.5018,152139,74156.497,22983373.631,0
05/14/2023,310.8,314.8,309.5,312.1,192884.821,1684108799999000000,60226626.9218,145453,99140.648,30954851.8346,0
05/15/2023,312.1,316.3,310.5,313.4,202895.171,1684195199999000000,63792308.8934,160410,109605.343,34467296.9742,0
05/16/2023,313.4,314.0,309.3,311.4,182668.214,1684281599999000000,56874167.0213,151812,92475.406,28796093.642,0
05/17/2023,311.4,314.4,307.0,314.3,221274.514,1684367999999000000,68799773.1488,195941,111208.612,34583508.0041,0
05/18/2023,314.3,314.9,306.1,309.3,236575.286,1684454399999000000,73619131.9768,186767,115463.909,35934863.9,0
05/19/2023,309.3,311.5,307.5,308.9,191704.812,1684540799999000000,59286887.5964,132472,92839.089,28710345.6239,0
05/20/2023,308.9,312.0,307.8,310.6,104485.905,1684627199999000000,32347642.8651,99906,52742.464,16330781.5209,0
05/21/2023,310.7,311.6,305.7,306.4,143182.429,1684713599999000000,44293374.5127,119687,66006.806,20417511.1436,0
05/22/2023,306.4,311.1,304.4,309.0,222082.435,1684799999999000000,68557813.5485,139171,106146.423,32760056.8691,0
05/23/2023,309.1,315.4,309.0,313.8,136856.341,1684886399999000000,42879746.4963,85646,74095.21,23214043.2639,0
